Fold,Validation Accuracy,Model,Validation Positive Parity,Training Accuracy,Validation Accuracy Parity,Validation Counterfactual Invariance,Validation Recall Parity,Validation TNR Parity
4,0.5622286541244573,Massage_MLPClassifier_9,1.0213754054822175,0.5616041696829304,0.1619165024575832,1.0,1.0099748370279682,0.0097895121870115
0,0.5776748226436949,MLPClassifier_10,1.027443051358025,0.5803988274040027,0.1614505894825552,0.9981178514550456,1.0830026328843438,0.0645675952448092
1,0.5340958447951354,MLPClassifier_10,2.560033672246687,0.5380188918244001,0.064643631138594,0.9487476473143188,2.312377540576108,0.1969269621443248
2,0.4240625452439554,MLPClassifier_10,1.0069290262001145,0.4291918497339944,0.1720256405218991,0.9979730707977414,1.3643600952482495,0.0614464366520922
3,0.4967424352106558,MLPClassifier_10,1.3147705631796245,0.5030943505482972,0.0414275150293258,0.9750977269436804,1.610251464002756,0.116970433954526
4,0.4264833574529667,MLPClassifier_10,1.0323816644951171,0.4285507456203851,0.1787977118614488,0.9972503617945008,1.465171602876521,0.0756414945853977
0,0.5949037208628927,RPT_MLPClassifier_10,1.1033641454411391,0.6005573450110383,0.1223960393679913,0.994498335022441,1.0880173909832735,0.0707572092194896
1,0.5775300419863906,RPT_MLPClassifier_10,1.039257292028348,0.5785892656798524,0.1424800220619235,0.9995656580280876,1.0901480096744491,0.0673452976882005
2,0.5862168814246417,RPT_MLPClassifier_10,1.0932416251711738,0.5889399587419927,0.1305806603454389,0.9947878963370492,1.1327259471022315,0.0949930174503804
3,0.4509917475025337,RPT_MLPClassifier_10,1.0122692841139445,0.4510513553617314,0.1766955402799964,0.9947878963370492,1.3523479418248368,0.0479426238445782
4,0.5769898697539797,RPT_MLPClassifier_10,1.013814716988919,0.5823078036774287,0.1693919821543597,0.9988422575976844,1.0937682147769927,0.0713253305844666
0,0.4252207905023888,Massage_MLPClassifier_10,1.0342131902443694,0.4304223517064167,0.161965242691856,0.9969596061966122,1.3278540458642347,0.0580481307232223
1,0.5727522802953525,Massage_MLPClassifier_10,1.166047705081832,0.5744996561832724,0.1226950474156914,0.9782829014043724,1.1329459312253818,0.1108595225009078
2,0.5812943390762995,Massage_MLPClassifier_10,1.0374152390306557,0.5830769787557454,0.1639506660864171,0.9975387288258288,1.1053679659663198,0.0799584343505479
3,0.4868973505139713,Massage_MLPClassifier_10,1.4992952678271674,0.4932865260034019,0.1304770012918476,0.9923266251628784,1.2406171273638742,0.0571893939079525
4,0.5622286541244573,Massage_MLPClassifier_10,1.0504435662534128,0.566019979730708,0.1393050306682278,0.9984081041968162,1.030370817928541,0.0280805595273722
